image1,image2,verified,distance,threshold,model,detector_backend,similarity_metric,facial_areas_img1,facial_areas_img2,time,error,image1_name,Path,Dataset name,Image name,Age,Gender,Race,Emotion,Backend,Notes
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0027.jpg,True,0.5980036433598972,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0001.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0022.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0024.jpg,True,0.5990337512833361,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0022.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0038.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0043.jpg,True,0.5459402020690421,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0038.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0029.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0054.jpg,True,0.592364923541897,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0029.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0018.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0045.jpg,True,0.4521682972194362,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0018.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0021.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0030.jpg,True,0.3812191544716874,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0021.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0047.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0050.jpg,False,0.7271736277505398,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0047.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0046.jpg,True,0.4813534838027423,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0002.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Keanu_Reeves\Keanu_Reeves_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Keanu_Reeves\Keanu_Reeves_0010.jpg,True,0.4953723335438401,0.68,VGG-Face,opencv,cosine,,,,,Keanu_Reeves_0002.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0009.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0016.jpg,True,0.4697580891789591,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0009.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0006.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0045.jpg,False,0.8996882218370643,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0006.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0010.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0016.jpg,True,0.3449692648443357,0.68,VGG-Face,opencv,cosine,,,,,Angelina_Jolie_0010.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0029.jpg,True,0.6212014859209524,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0013.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0008.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0019.jpg,True,0.6369620227757341,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0008.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0003.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0006.jpg,True,0.3840698237710739,0.68,VGG-Face,opencv,cosine,,,,,Nicanor_Duarte_Frutos_0003.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0028.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0036.jpg,True,0.6718853579307553,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0028.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0035.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0055.jpg,True,0.4961731802453882,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0035.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0045.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0047.jpg,True,0.3931624928684512,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0045.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0035.jpg,True,0.5766504920583009,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0012.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0026.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0039.jpg,False,0.7135785486825237,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0026.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Tang_Jiaxuan\Tang_Jiaxuan_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Tang_Jiaxuan\Tang_Jiaxuan_0005.jpg,True,0.3319891202463877,0.68,VGG-Face,opencv,cosine,,,,,Tang_Jiaxuan_0001.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Angelina_Jolie\Angelina_Jolie_0018.jpg,True,0.5016777707129303,0.68,VGG-Face,opencv,cosine,,,,,Angelina_Jolie_0002.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0038.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0049.jpg,True,0.5859444681714706,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0038.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0044.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0055.jpg,True,0.3874765965011857,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0044.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0045.jpg,True,0.6034452389638083,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0015.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0007.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0041.jpg,True,0.3597330512220222,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0007.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0021.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0034.jpg,True,0.5407566204361037,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0021.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0021.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0039.jpg,True,0.6707729591977942,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0021.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0045.jpg,True,0.6427141181278454,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0012.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Tang_Jiaxuan\Tang_Jiaxuan_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Tang_Jiaxuan\Tang_Jiaxuan_0009.jpg,True,0.4780621211111165,0.68,VGG-Face,opencv,cosine,,,,,Tang_Jiaxuan_0002.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0028.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0047.jpg,True,0.6691071161337216,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0028.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0028.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0034.jpg,False,0.7465892505718184,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0028.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0006.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0036.jpg,False,0.9589562909824892,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0006.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0041.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0048.jpg,False,0.6853373578411472,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0041.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0035.jpg,True,0.6751886970484862,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0013.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimiro_Montesinos\Vladimiro_Montesinos_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimiro_Montesinos\Vladimiro_Montesinos_0003.jpg,True,0.4622725977075266,0.68,VGG-Face,opencv,cosine,,,,,Vladimiro_Montesinos_0002.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0019.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0044.jpg,False,0.7546442695208845,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0019.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0023.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0048.jpg,False,0.6848330591005649,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0023.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0007.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0023.jpg,True,0.4685392707489241,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0007.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0026.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0049.jpg,True,0.4732886327951617,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0026.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Sharon_Osbourne\Sharon_Osbourne_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Sharon_Osbourne\Sharon_Osbourne_0003.jpg,True,0.5462100243119409,0.68,VGG-Face,opencv,cosine,,,,,Sharon_Osbourne_0001.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ludivine_Sagnier\Ludivine_Sagnier_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ludivine_Sagnier\Ludivine_Sagnier_0005.jpg,False,0.6955951068404224,0.68,VGG-Face,opencv,cosine,,,,,Ludivine_Sagnier_0001.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0003.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,True,0.5283047478648473,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0003.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0037.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0049.jpg,True,0.5853455161133991,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0037.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0010.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0042.jpg,False,0.9137591589684588,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0010.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Edmund_Stoiber\Edmund_Stoiber_0005.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Edmund_Stoiber\Edmund_Stoiber_0010.jpg,True,0.4731693592627747,0.68,VGG-Face,opencv,cosine,,,,,Edmund_Stoiber_0005.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0027.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0046.jpg,True,0.5380253353150332,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0027.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0005.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0018.jpg,True,0.5578919524724402,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0005.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Edwina_Currie\Edwina_Currie_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Edwina_Currie\Edwina_Currie_0003.jpg,True,0.2901167900204346,0.68,VGG-Face,opencv,cosine,,,,,Edwina_Currie_0001.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Benazir_Bhutto\Benazir_Bhutto_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Benazir_Bhutto\Benazir_Bhutto_0004.jpg,False,0.7249222516911831,0.68,VGG-Face,opencv,cosine,,,,,Benazir_Bhutto_0001.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0029.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0033.jpg,True,0.6389394282245229,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0029.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Keanu_Reeves\Keanu_Reeves_0003.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Keanu_Reeves\Keanu_Reeves_0004.jpg,True,0.5345538407477071,0.68,VGG-Face,opencv,cosine,,,,,Keanu_Reeves_0003.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0006.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,True,0.6357505216925017,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0006.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0034.jpg,True,0.595315966826347,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0015.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Keanu_Reeves\Keanu_Reeves_0005.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Keanu_Reeves\Keanu_Reeves_0006.jpg,True,0.5058465034581547,0.68,VGG-Face,opencv,cosine,,,,,Keanu_Reeves_0005.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\David_Anderson\David_Anderson_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\David_Anderson\David_Anderson_0004.jpg,False,0.7226583471765504,0.68,VGG-Face,opencv,cosine,,,,,David_Anderson_0001.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0007.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0010.jpg,True,0.4322329084456044,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0007.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ann_Veneman\Ann_Veneman_0009.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ann_Veneman\Ann_Veneman_0011.jpg,True,0.4837747281159609,0.68,VGG-Face,opencv,cosine,,,,,Ann_Veneman_0009.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0008.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0049.jpg,True,0.4639054139603602,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0008.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0035.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0050.jpg,True,0.5990094555165617,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0035.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ashanti\Ashanti_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ashanti\Ashanti_0002.jpg,True,0.6327099903037288,0.68,VGG-Face,opencv,cosine,,,,,Ashanti_0001.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0005.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0010.jpg,True,0.581685111430257,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0005.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0041.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0044.jpg,True,0.4040923643015331,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0041.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ann_Veneman\Ann_Veneman_0004.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ann_Veneman\Ann_Veneman_0010.jpg,False,0.7299572488565484,0.68,VGG-Face,opencv,cosine,,,,,Ann_Veneman_0004.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0028.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0030.jpg,True,0.5063301117063305,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0028.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Hitomi_Soga\Hitomi_Soga_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Hitomi_Soga\Hitomi_Soga_0005.jpg,True,0.4763550409740651,0.68,VGG-Face,opencv,cosine,,,,,Hitomi_Soga_0002.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Keanu_Reeves\Keanu_Reeves_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Keanu_Reeves\Keanu_Reeves_0012.jpg,True,0.6153484764406083,0.68,VGG-Face,opencv,cosine,,,,,Keanu_Reeves_0002.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0033.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0042.jpg,False,0.7029045624295189,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0033.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0022.jpg,True,0.408608664845254,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0002.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0007.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0030.jpg,True,0.6733059927614394,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0007.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0045.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0048.jpg,True,0.3722720958936716,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0045.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0031.jpg,True,0.4927734472115876,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0015.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0041.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0042.jpg,True,0.2340253659218828,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0041.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0037.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0046.jpg,True,0.1449307319827764,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0037.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0004.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,True,0.5814693539556166,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0004.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ann_Veneman\Ann_Veneman_0005.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Ann_Veneman\Ann_Veneman_0010.jpg,True,0.6243336535609147,0.68,VGG-Face,opencv,cosine,,,,,Ann_Veneman_0005.jpg,,,,,,,,,
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0012.jpg,True,0.5209657855900229,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0002.jpg,,,,,,,,,
