image1,image2,verified,distance,threshold,model,detector_backend,similarity_metric,facial_areas_img1,facial_areas_img2,time,error,image1_name,path,dataset_name,image_name,face_name_align,race7,race4,gender,age_group,race_scores_fair_7,race_scores_fair_4,gender_scores_fair,age_scores_fair
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0024.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0031.jpg,True,0.6102054830813874,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0024.jpg,lfw_all_subset_photos\Jean_Chretien_0024.jpg,lfw_all_subset_photos,Jean_Chretien_0024.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0024.jpg,Black,Asian,Male,50-59,"[0.00994285 0.6237241  0.02371364 0.15982008 0.17691554 0.00387135
 0.00201245]",[6.7008042e-04 1.3902697e-01 8.5428613e-01 6.0167853e-03],[0.9898777  0.01012229],"[0.00929604 0.02311717 0.00658041 0.01525522 0.058344   0.18411979
 0.27696642 0.2077963  0.2185247 ]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Andy_Hebb\Andy_Hebb_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Andy_Hebb\Andy_Hebb_0002.jpg,True,0.4569657845756579,0.68,VGG-Face,opencv,cosine,,,,,Andy_Hebb_0001.jpg,lfw_all_subset_photos\Andy_Hebb_0001.jpg,lfw_all_subset_photos,Andy_Hebb_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Andy_Hebb_0001.jpg,East Asian,Asian,Male,40-49,"[0.09276867 0.00100821 0.04605375 0.5478562  0.24386594 0.00470481
 0.06374248]",[1.1440658e-02 2.9973936e-04 9.8674089e-01 1.5186887e-03],[0.9986778  0.00132219],"[0.00649206 0.04685172 0.10539307 0.0517404  0.15810382 0.30682218
 0.20690511 0.10643926 0.01125236]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0013.jpg,False,0.7140105733382504,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0001.jpg,lfw_all_subset_photos\Jean_Chretien_0001.jpg,lfw_all_subset_photos,Jean_Chretien_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0001.jpg,East Asian,Asian,Male,40-49,"[0.02406278 0.00779769 0.03079518 0.67895925 0.25573117 0.00095718
 0.00169681]",[0.01450842 0.01187164 0.9623679  0.01125212],[0.9317203  0.06827967],"[2.0953846e-04 1.8061862e-03 1.1717089e-02 1.0539084e-01 1.9363548e-01
 2.8195056e-01 2.0334636e-01 1.5448333e-01 4.7460712e-02]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0034.jpg,False,0.7420054282765081,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0014.jpg,lfw_all_subset_photos\Jean_Chretien_0014.jpg,lfw_all_subset_photos,Jean_Chretien_0014.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0014.jpg,East Asian,Asian,Male,60-69,"[2.42191218e-02 1.18302414e-02 2.57034935e-02 7.95910418e-01
 1.30829319e-01 4.97396570e-04 1.10100005e-02]",[1.2718827e-03 1.0598397e-02 9.8803335e-01 9.6378833e-05],[0.74219066 0.25780934],"[0.00057081 0.00083397 0.0041031  0.05398402 0.09207921 0.19724159
 0.23876107 0.28395706 0.12846917]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0021.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0054.jpg,True,0.5035737291467257,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0021.jpg,lfw_all_subset_photos\Jean_Chretien_0021.jpg,lfw_all_subset_photos,Jean_Chretien_0021.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0021.jpg,Black,Asian,Male,40-49,"[0.03011171 0.40818414 0.08223827 0.23560578 0.18165779 0.01209518
 0.05010708]",[0.00303774 0.25689712 0.7361841  0.00388106],[0.99488133 0.00511866],"[0.00160056 0.01028607 0.02794456 0.06829512 0.12031332 0.24790967
 0.2413749  0.2016727  0.08060312]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Venus_Williams\Venus_Williams_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Venus_Williams\Venus_Williams_0015.jpg,True,0.3791961947261664,0.68,VGG-Face,opencv,cosine,,,,,Venus_Williams_0012.jpg,lfw_all_subset_photos\Venus_Williams_0012.jpg,lfw_all_subset_photos,Venus_Williams_0012.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Venus_Williams_0012.jpg,Black,Black,Male,10-19,"[0.0027278  0.7863899  0.06047225 0.02519032 0.04107545 0.03370427
 0.05044007]",[3.6880735e-04 5.1917976e-01 3.3502468e-01 1.4542663e-01],[0.9687126  0.03128735],"[0.00164074 0.17122921 0.43329668 0.19526589 0.10772186 0.05795806
 0.0169152  0.01074717 0.00522522]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0039.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0053.jpg,True,0.487300949180857,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0039.jpg,lfw_all_subset_photos\Jean_Chretien_0039.jpg,lfw_all_subset_photos,Jean_Chretien_0039.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0039.jpg,East Asian,Asian,Male,60-69,"[0.02513527 0.06261886 0.05420193 0.62825394 0.2181851  0.00237551
 0.00922944]",[0.01872683 0.04564058 0.9282745  0.00735799],[0.9938481  0.00615188],"[0.00394243 0.01552715 0.0104006  0.01944928 0.06205089 0.15421174
 0.23619774 0.34246922 0.15575095]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,True,0.5947080141296088,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0001.jpg,lfw_all_subset_photos\Vladimir_Putin_0001.jpg,lfw_all_subset_photos,Vladimir_Putin_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0001.jpg,East Asian,Asian,Male,30-39,"[0.03846789 0.15159914 0.30660892 0.3081167  0.16408738 0.01347557
 0.01764435]",[0.00578689 0.23532306 0.5253433  0.23354675],[0.9739165  0.02608359],"[0.0004743  0.02097057 0.09797478 0.13429604 0.23911695 0.22785802
 0.10638074 0.1182039  0.05472472]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0006.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0010.jpg,True,0.6633902488302058,0.68,VGG-Face,opencv,cosine,,,,,Nicanor_Duarte_Frutos_0006.jpg,lfw_all_subset_photos\Nicanor_Duarte_Frutos_0006.jpg,lfw_all_subset_photos,Nicanor_Duarte_Frutos_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Nicanor_Duarte_Frutos_0006.jpg,Latino_Hispanic,Asian,Female,70+,"[0.05047351 0.14695805 0.4773029  0.18727064 0.08270627 0.03186084
 0.02342781]",[0.00187082 0.25797397 0.72796726 0.01218792],[0.4835179 0.5164821],"[0.00035818 0.00939702 0.03442159 0.04004524 0.06170031 0.10631013
 0.11158355 0.30020836 0.33597565]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0043.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0052.jpg,True,0.3701105567534537,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0043.jpg,lfw_all_subset_photos\Jean_Chretien_0043.jpg,lfw_all_subset_photos,Jean_Chretien_0043.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0043.jpg,East Asian,Asian,Male,40-49,"[0.0633978  0.00585307 0.09751623 0.73114944 0.05950579 0.00090372
 0.04167393]",[0.00418677 0.01204094 0.9790947  0.00467763],[0.9235353  0.07646466],"[0.00471175 0.02411132 0.05636382 0.08339336 0.17924947 0.2454192
 0.19713369 0.16886711 0.04075031]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0051.jpg,True,0.386880051027296,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0002.jpg,lfw_all_subset_photos\Jean_Chretien_0002.jpg,lfw_all_subset_photos,Jean_Chretien_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0002.jpg,East Asian,Asian,Male,30-39,"[0.07921906 0.04467108 0.04213372 0.6982694  0.12467518 0.00119415
 0.00983754]",[0.01083177 0.06271556 0.9134971  0.01295553],[0.86375916 0.1362408 ],"[0.00351537 0.03919426 0.05998299 0.23485948 0.23682639 0.18545668
 0.11994284 0.07770552 0.04251649]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Mike_Weir\Mike_Weir_0002.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Mike_Weir\Mike_Weir_0008.jpg,False,0.7924534780672936,0.68,VGG-Face,opencv,cosine,,,,,Mike_Weir_0002.jpg,lfw_all_subset_photos\Mike_Weir_0002.jpg,lfw_all_subset_photos,Mike_Weir_0002.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Mike_Weir_0002.jpg,East Asian,Asian,Male,10-19,"[0.3518346  0.0014126  0.03689313 0.4962126  0.06003276 0.00646441
 0.04714993]",[0.11369971 0.01764051 0.85420173 0.01445805],[0.9986081 0.0013919],"[1.7833961e-03 3.6370769e-01 5.1198882e-01 9.4582520e-02 2.3954207e-02
 3.3232789e-03 4.3177287e-04 1.9407576e-04 3.4147302e-05]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0004.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0051.jpg,True,0.5001855906258472,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0004.jpg,lfw_all_subset_photos\Jean_Chretien_0004.jpg,lfw_all_subset_photos,Jean_Chretien_0004.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0004.jpg,East Asian,Asian,Male,60-69,"[0.00459679 0.02072372 0.02455297 0.49504575 0.45097655 0.00246381
 0.00164035]",[0.01571698 0.03619773 0.879653   0.06843225],[0.95995873 0.04004129],"[0.00240444 0.04536136 0.05660887 0.07090317 0.09810191 0.13043036
 0.17497918 0.2545506  0.1666601 ]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Venus_Williams\Venus_Williams_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Venus_Williams\Venus_Williams_0017.jpg,True,0.6618668833062056,0.68,VGG-Face,opencv,cosine,,,,,Venus_Williams_0013.jpg,lfw_all_subset_photos\Venus_Williams_0013.jpg,lfw_all_subset_photos,Venus_Williams_0013.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Venus_Williams_0013.jpg,Black,Black,Male,20-29,"[0.01025592 0.8262678  0.0554358  0.04923559 0.0516573  0.00272946
 0.00441814]",[6.6297565e-04 9.2200458e-01 6.6506080e-02 1.0826386e-02],[0.9391727 0.0608273],"[0.00561687 0.21164405 0.23225307 0.23857242 0.15583846 0.08194797
 0.03397641 0.02137683 0.01877389]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0031.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0035.jpg,True,0.6183240950199618,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0031.jpg,lfw_all_subset_photos\Jean_Chretien_0031.jpg,lfw_all_subset_photos,Jean_Chretien_0031.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0031.jpg,East Asian,Asian,Male,20-29,"[0.01866106 0.04240695 0.03762696 0.68678826 0.19477436 0.00264115
 0.01710127]",[8.1374799e-04 1.2900417e-01 8.6578822e-01 4.3938514e-03],[0.9961457  0.00385429],"[0.0161     0.09745128 0.10238127 0.3064189  0.26819003 0.12835339
 0.04837725 0.02661523 0.00611265]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Venus_Williams\Venus_Williams_0009.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Venus_Williams\Venus_Williams_0010.jpg,True,0.6175645257990616,0.68,VGG-Face,opencv,cosine,,,,,Venus_Williams_0009.jpg,lfw_all_subset_photos\Venus_Williams_0009.jpg,lfw_all_subset_photos,Venus_Williams_0009.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Venus_Williams_0009.jpg,East Asian,Asian,Male,20-29,"[0.01626192 0.06058313 0.11962035 0.46215907 0.31535527 0.01608772
 0.00993256]",[0.00733684 0.13974364 0.81256115 0.04035839],[0.7457633  0.25423667],"[0.00072029 0.04937078 0.23482299 0.38662192 0.16903928 0.06620382
 0.02390219 0.04126753 0.02805129]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0011.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0044.jpg,True,0.4169267042555105,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0011.jpg,lfw_all_subset_photos\Jean_Chretien_0011.jpg,lfw_all_subset_photos,Jean_Chretien_0011.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0011.jpg,East Asian,Asian,Male,60-69,"[0.01046431 0.01238426 0.02479204 0.80313826 0.14540514 0.0018196
 0.00199649]",[0.00360266 0.04589265 0.9422608  0.00824388],[0.99773943 0.0022606 ],"[1.7647048e-04 2.0477525e-03 2.2170730e-02 5.6803718e-02 9.6974015e-02
 2.1160953e-01 2.6856950e-01 2.8273875e-01 5.8909617e-02]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0011.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0022.jpg,True,0.5730187776088695,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0011.jpg,lfw_all_subset_photos\Vladimir_Putin_0011.jpg,lfw_all_subset_photos,Vladimir_Putin_0011.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0011.jpg,East Asian,Asian,Male,30-39,"[0.16858064 0.03767614 0.08010258 0.3352391  0.27167022 0.0079924
 0.09873895]",[0.0044448  0.01564392 0.9737645  0.00614683],[0.99278796 0.00721204],"[0.00048791 0.00709445 0.0422652  0.11138223 0.31483874 0.30489916
 0.15685898 0.05331521 0.00885817]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Edmund_Stoiber\Edmund_Stoiber_0001.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Edmund_Stoiber\Edmund_Stoiber_0010.jpg,True,0.3833905817437814,0.68,VGG-Face,opencv,cosine,,,,,Edmund_Stoiber_0001.jpg,lfw_all_subset_photos\Edmund_Stoiber_0001.jpg,lfw_all_subset_photos,Edmund_Stoiber_0001.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Edmund_Stoiber_0001.jpg,Black,Black,Male,60-69,"[0.06425717 0.444634   0.15151776 0.21760985 0.08332462 0.01493285
 0.02372366]",[2.2468111e-04 9.4897962e-01 3.9124809e-02 1.1670903e-02],[0.99177146 0.00822853],"[0.00451692 0.01362594 0.01294887 0.00843355 0.02924245 0.14474477
 0.29431766 0.34810337 0.14406642]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0016.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0024.jpg,True,0.666815292565897,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0016.jpg,lfw_all_subset_photos\Vladimir_Putin_0016.jpg,lfw_all_subset_photos,Vladimir_Putin_0016.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0016.jpg,East Asian,Asian,Male,60-69,"[0.02400226 0.1354853  0.02903833 0.6827582  0.12361345 0.00072828
 0.00437416]",[8.5142913e-04 8.1910916e-02 9.1470927e-01 2.5283839e-03],[9.9916905e-01 8.3100511e-04],"[0.00082714 0.00501612 0.00919019 0.00563012 0.02842368 0.13366598
 0.27194318 0.40329844 0.14200518]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0023.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0048.jpg,True,0.6489711277450197,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0023.jpg,lfw_all_subset_photos\Vladimir_Putin_0023.jpg,lfw_all_subset_photos,Vladimir_Putin_0023.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0023.jpg,East Asian,Asian,Male,20-29,"[0.01424798 0.01929107 0.0570572  0.7303452  0.15876175 0.00169629
 0.01860057]",[0.03802263 0.03072776 0.9180795  0.01317016],[0.94387925 0.05612079],"[0.00042548 0.01877611 0.09910613 0.41823435 0.31433386 0.09138371
 0.02933308 0.02049907 0.00790821]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0019.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0029.jpg,False,0.7195468333506214,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0019.jpg,lfw_all_subset_photos\Jean_Chretien_0019.jpg,lfw_all_subset_photos,Jean_Chretien_0019.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0019.jpg,East Asian,Asian,Male,20-29,"[4.4422679e-02 1.3569156e-02 1.5386669e-02 8.6983854e-01 4.4198614e-02
 1.4504885e-04 1.2439313e-02]",[0.01589704 0.06939205 0.9135024  0.00120845],[0.72304976 0.27695024],"[0.00124778 0.01298149 0.06296687 0.4252512  0.21576488 0.14749612
 0.06610519 0.04556051 0.022626  ]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0039.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0042.jpg,False,0.9005390544852895,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0039.jpg,lfw_all_subset_photos\Jean_Chretien_0039.jpg,lfw_all_subset_photos,Jean_Chretien_0039.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0039.jpg,East Asian,Asian,Male,60-69,"[0.02513527 0.06261886 0.05420193 0.62825394 0.2181851  0.00237551
 0.00922944]",[0.01872683 0.04564058 0.9282745  0.00735799],[0.9938481  0.00615188],"[0.00394243 0.01552715 0.0104006  0.01944928 0.06205089 0.15421174
 0.23619774 0.34246922 0.15575095]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0031.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0042.jpg,False,0.8918353493532989,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0031.jpg,lfw_all_subset_photos\Jean_Chretien_0031.jpg,lfw_all_subset_photos,Jean_Chretien_0031.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0031.jpg,East Asian,Asian,Male,20-29,"[0.01866106 0.04240695 0.03762696 0.68678826 0.19477436 0.00264115
 0.01710127]",[8.1374799e-04 1.2900417e-01 8.6578822e-01 4.3938514e-03],[0.9961457  0.00385429],"[0.0161     0.09745128 0.10238127 0.3064189  0.26819003 0.12835339
 0.04837725 0.02661523 0.00611265]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0039.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0045.jpg,True,0.5264648373402839,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0039.jpg,lfw_all_subset_photos\Vladimir_Putin_0039.jpg,lfw_all_subset_photos,Vladimir_Putin_0039.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0039.jpg,East Asian,Asian,Male,10-19,"[0.08358667 0.00239064 0.0876976  0.63815707 0.0637538  0.00491446
 0.11949974]",[0.05692737 0.02618411 0.91507214 0.00181639],[9.9918473e-01 8.1530097e-04],"[2.1657340e-04 3.0762497e-02 3.7828580e-01 2.3545079e-01 2.5492197e-01
 7.7052839e-02 1.5211436e-02 7.4037802e-03 6.9436431e-04]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0017.jpg,True,0.6147418966780605,0.68,VGG-Face,opencv,cosine,,,,,Vladimir_Putin_0012.jpg,lfw_all_subset_photos\Vladimir_Putin_0012.jpg,lfw_all_subset_photos,Vladimir_Putin_0012.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Vladimir_Putin_0012.jpg,East Asian,Asian,Male,40-49,"[0.09174057 0.04311033 0.11612161 0.384148   0.12411252 0.00915893
 0.23160796]",[0.00149822 0.01128185 0.9860187  0.00120125],[0.9462254  0.05377463],"[0.00273638 0.02704825 0.06398118 0.03791521 0.13416258 0.28077826
 0.22860993 0.17828368 0.04648452]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\David_Anderson\David_Anderson_0003.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\David_Anderson\David_Anderson_0004.jpg,False,0.7499518764594697,0.68,VGG-Face,opencv,cosine,,,,,David_Anderson_0003.jpg,lfw_all_subset_photos\David_Anderson_0003.jpg,lfw_all_subset_photos,David_Anderson_0003.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\David_Anderson_0003.jpg,East Asian,Asian,Male,40-49,"[0.15218557 0.02755987 0.02921206 0.68733835 0.08253273 0.00173031
 0.01944115]",[0.0089842  0.03780971 0.9335951  0.01961094],[0.58879495 0.4112051 ],"[0.00154689 0.01889943 0.0639646  0.14401554 0.13353775 0.19305238
 0.18225843 0.17483081 0.08789418]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0011.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0021.jpg,True,0.4219278514137926,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0011.jpg,lfw_all_subset_photos\Jean_Chretien_0011.jpg,lfw_all_subset_photos,Jean_Chretien_0011.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0011.jpg,East Asian,Asian,Male,60-69,"[0.01046431 0.01238426 0.02479204 0.80313826 0.14540514 0.0018196
 0.00199649]",[0.00360266 0.04589265 0.9422608  0.00824388],[0.99773943 0.0022606 ],"[1.7647048e-04 2.0477525e-03 2.2170730e-02 5.6803718e-02 9.6974015e-02
 2.1160953e-01 2.6856950e-01 2.8273875e-01 5.8909617e-02]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0045.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0050.jpg,True,0.5912386216000813,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0045.jpg,lfw_all_subset_photos\Jean_Chretien_0045.jpg,lfw_all_subset_photos,Jean_Chretien_0045.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0045.jpg,East Asian,Asian,Male,50-59,"[5.91938719e-02 2.95208464e-03 3.09186038e-02 7.88866043e-01
 1.10276826e-01 4.51029628e-04 7.34148733e-03]",[0.15339398 0.01552226 0.8234121  0.00767166],[0.9933203  0.00667973],"[0.00068608 0.00518742 0.01897037 0.02644703 0.07949466 0.186916
 0.32099134 0.30708838 0.05421876]"
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0006.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Jean_Chretien\Jean_Chretien_0008.jpg,False,0.919689560741901,0.68,VGG-Face,opencv,cosine,,,,,Jean_Chretien_0006.jpg,lfw_all_subset_photos\Jean_Chretien_0006.jpg,lfw_all_subset_photos,Jean_Chretien_0006.jpg,C:\INDRES\DTU\Semester 3\Special course\Datasets\lfw_all_subset_photos\Jean_Chretien_0006.jpg,East Asian,Asian,Male,50-59,"[0.07580955 0.01888641 0.02141894 0.796098   0.0760689  0.00091273
 0.01080543]",[0.00697875 0.16950646 0.8081774  0.01533739],[0.9979779  0.00202208],"[0.00621446 0.01773369 0.01543595 0.02517498 0.06937825 0.17492096
 0.31939697 0.29897857 0.07276615]"
